ID,Nombre,Edad,Género,Ubicación,Grado_escolar,Horas_de_uso_diario,Horas_de_sueño,Rendimiento_académico,Interacciones_sociales,Horas_de_ejercicio,Nivel_de_ansiedad,Nivel_de_depresión,Autoestima,Control_parental,Tiempo_antes_de_acostarse,Chequeos_del_celular_por_día,Aplicaciones_usadas_a_diario,Tiempo_en_redes_sociales,Tiempo_en_el_juego,Tiempo_en_Educación,Propósito_del_uso_del_teléfono,Comunicación_familiar,Horas_de_uso_en_finde,Nivel_de_adicción
2459,Nicholas Dixon,18,Otro,Lake William,10,4.2,5.1,62,4,0,3,4,2,0,0.8,110,17,1.9,1.2,0.1,Otro,8,9.4,10
2460,Julia Smith,16,Mujer,Christybury,8,3.7,6.9,91,2,2.6,7,8,3,1,1,62,11,2.3,2.1,1,Otro,1,8,8.1
2461,Allen Williams,15,Otro,Emilystad,10,5.7,8.6,94,1,1.5,8,8,1,0,0,141,13,2.4,0.4,0.8,busquedas,4,6.2,9.6
2462,Mary Davis,19,Varon,Alyssaburgh,7,1.2,6.9,75,3,0.9,9,5,9,0,1.6,135,10,3,1.6,1,Otro,8,3.8,7
2463,Jeremy Martin,14,Otro,Dillonport,7,7,6.9,93,8,0.4,4,7,6,0,0.4,67,19,3.4,1.7,0.9,Redes sociales,7,4.7,10
2464,John Scott,13,Otro,Rebeccaburgh,7,4.1,6.5,92,9,1.2,2,5,8,1,1.8,144,8,3,2.9,1.4,Otro,1,4.2,10
2465,Andrew Dorsey,16,Mujer,Pittmanberg,8,5.4,4.9,93,6,1.8,5,2,3,1,0.8,132,6,3.8,0,1.1,Educación,2,7,10
2466,Paula Hernandez,15,Otro,West Makayla,11,7.7,6.6,69,6,1.4,7,10,5,1,1.7,23,16,3.2,0.7,0.7,busquedas,7,8.3,10
2467,Joseph Garcia,19,Mujer,Ricardoport,10,7.9,7.3,95,0,1.8,5,3,1,1,1.1,101,13,1.8,0.2,0.6,Redes sociales,8,5.3,10
2468,William Ramos,18,Otro,North Tracy,12,2.9,5.8,78,6,1,9,3,5,1,1,61,12,0.6,0,0.6,Redes sociales,4,5.6,4.2
2469,Spencer Edwards,15,Varon,Phillipville,12,2.9,6.1,79,7,2.9,3,4,2,0,1.3,128,8,1.9,1.6,1.3,busquedas,2,4.1,7.5
2470,Tiffany Perez,19,Varon,North Paigemouth,7,5.1,8.3,50,3,1.9,1,3,7,1,0.9,148,5,3.2,0.5,1.4,Redes sociales,10,3.9,8.6
2471,Justin Reed,13,Mujer,Sarahshire,8,6.1,6.2,55,9,0.7,5,3,6,0,1.1,37,16,3.7,1.9,0,Otro,8,7.4,10
2472,Janice Herrera,19,Varon,East Robert,8,5.6,6.3,100,8,1.7,4,5,1,0,0.9,117,13,2.2,0.6,1.2,Juego,4,8.6,10
2473,Michael Todd,13,Varon,North Aaron,12,4.8,5.3,83,8,1.4,2,3,10,0,1.9,145,12,3.6,1.5,0.9,Juego,4,8.1,10
2474,Katie Miller,17,Varon,Christophermouth,10,9.4,5.8,61,1,1.5,3,3,9,0,1.5,137,10,2.7,0.6,2,Juego,3,3.6,10
2475,Priscilla Moore,19,Mujer,Guzmanmouth,9,5.3,6.9,89,10,2.5,2,8,9,1,0.5,93,16,2.1,0.7,1.3,busquedas,2,4,9.7
2476,Jason Macdonald,17,Mujer,Port Cassandramouth,8,5.2,7.4,96,3,0,5,2,8,0,0.3,117,8,3.5,1.1,0.2,Otro,4,7.1,10
2477,Robert Rice DDS,14,Mujer,West Brianborough,11,4.3,5.3,66,8,1.4,4,10,2,0,1.1,79,11,1.8,1,0.4,Juego,10,4.7,8.2
2478,Cynthia Gonzalez,13,Varon,Aaronland,8,4.6,6.6,100,1,0,8,2,1,1,1.4,58,17,2.3,0.6,0.1,Juego,1,5.8,8.8
2479,Amanda Lee,16,Varon,Port Bonnie,9,4.4,7.1,52,4,0.6,2,9,3,0,0.6,98,17,2.6,1.4,0.5,Educación,6,6.3,10
2480,Eric Yates,17,Varon,Dustinmouth,11,7.8,6.7,81,8,1.6,2,2,7,1,0.7,36,10,2.7,0.6,0.8,Educación,8,6.1,10
2481,Logan Burns,15,Mujer,East Kristin,7,6.9,5.6,94,6,1.2,8,3,10,0,1.2,113,8,1.2,1.8,0.3,busquedas,8,5.4,10
2482,Ashley Villarreal,15,Varon,Brookston,11,3.9,4.5,100,3,1.7,9,1,8,0,0.9,65,18,2.2,0.1,0,Redes sociales,5,4.9,8.8
2483,Thomas Murphy,14,Varon,West Alisonfort,10,6.4,8.4,79,7,1.6,10,4,8,1,0.8,56,17,1.5,2.1,0.9,Redes sociales,6,6.3,10
2484,Mark Becker,18,Otro,Laurenstad,11,1.1,5.9,96,2,0,9,8,2,0,0.8,80,14,2.6,3.6,0.8,Educación,7,7.2,8.8
2485,Tammie Harris,15,Mujer,North Sarahshire,9,3.6,8.2,95,3,0.1,1,2,4,0,1,61,6,2.2,2.1,0.8,Educación,2,5.7,6.2
2486,Antonio Perry,18,Otro,Millerhaven,7,6.4,6.3,88,10,0.8,6,4,5,1,0.7,91,10,2.6,2.1,0.5,Educación,6,8.6,10
2487,Toni Gamble,14,Otro,Michaelview,9,5.1,5.6,68,0,2.7,5,4,5,0,0.7,67,18,4.5,1,1.9,Otro,2,4.7,10
2488,Sarah Hart,19,Varon,South Amanda,9,1.8,4.8,74,8,1,2,9,5,1,1.7,132,13,4.3,3.6,0.7,Otro,1,7.2,10
2489,Brandy Scott,14,Otro,North Randy,11,5.2,5.7,86,9,0,4,2,1,0,1,120,14,1.6,1.2,0.2,Juego,10,7.4,10
2490,Mrs. Mary Peterson,14,Otro,Sarahside,9,4.3,8.5,90,2,0,6,3,4,0,0.7,71,20,3.6,0.9,1,Otro,5,7.7,10
2491,Elizabeth Thompson,17,Otro,Port Paulfurt,12,6.4,3.8,90,6,1,4,5,7,1,1,47,17,2.5,0.3,1.5,busquedas,7,4.3,10
2492,Christopher Oneal,14,Varon,Jesseview,11,6.2,5.5,61,7,1.2,10,10,8,1,0.2,123,6,3.5,1.6,1.2,Juego,4,4.8,10
2493,Matthew Robertson,15,Mujer,Ramirezfurt,7,5,5.6,68,10,0.8,5,6,1,0,1.5,83,16,3.4,0.2,1.7,Otro,7,9.3,10
2494,Bailey Houston,18,Otro,Lake Mary,11,8.4,5.8,75,9,1.8,7,4,5,1,1,90,15,2.3,0.8,0,Otro,4,2.9,10
2495,Sarah Scott,13,Otro,Ryanshire,12,3.8,8,77,3,0.7,1,5,9,0,0.6,46,6,2.7,0.2,1.1,busquedas,8,4.4,4.8
2496,Brian Rodriguez,19,Varon,Riveramouth,7,5.1,5.2,54,2,1.5,1,3,3,1,0.9,37,5,4.1,0.6,1.3,Redes sociales,5,4,8.9
2497,Michael Kemp,16,Otro,West Catherine,11,7.5,8.2,100,1,1,3,7,2,1,1.2,44,17,2.6,3.1,1.1,Educación,1,5.3,10
2498,Elizabeth Jones,19,Otro,Lake Brian,11,5.5,8,80,3,1,2,3,7,0,1.3,81,19,1,2.3,1,Educación,1,10,10
2499,Kenneth Moore,18,Otro,South Michelle,12,6.1,4.5,70,8,1.8,10,8,9,1,0.6,100,12,3.6,2.7,0.6,Educación,1,2.8,10
2500,Christopher Sims,18,Varon,East David,11,8.9,5.7,86,4,1.6,5,3,6,1,0.6,24,9,3.6,1.3,2,Redes sociales,10,9.6,10
2501,Jennifer Espinoza,13,Otro,Masseyfort,7,5.2,4,69,7,1.8,4,6,3,0,1.6,30,9,1.7,0.8,1.2,Educación,2,7.5,8.1
2502,Alicia Neal,16,Varon,Shaneshire,8,2.6,6.2,86,9,0.7,8,7,6,1,1,62,20,3.2,1.5,1.7,Juego,6,4.3,9.4
2503,Mr. Stephen Johnson DVM,18,Mujer,West Carlosburgh,7,4.9,3.4,76,0,1.5,1,3,4,0,1.3,61,10,2.9,1.7,0.5,Otro,1,4.4,10
2504,Danielle Bates,14,Otro,Charleston,10,4.5,4.8,82,4,1.1,1,6,5,1,1,21,20,1.9,2.9,0.2,Juego,5,7.8,10
2505,Elizabeth Huber,19,Mujer,Keithchester,10,8.1,4.5,59,8,1.2,1,8,8,1,0.6,48,11,1.9,1.2,1.4,Otro,9,4.9,10
2506,Beverly Hardy,19,Varon,North Craigtown,9,4.5,4.6,77,7,1,10,1,4,0,0.6,146,19,2.4,1.6,1.9,Redes sociales,5,5.4,10
2507,John Cochran,18,Varon,Port Saraport,8,2.9,8.1,57,9,2.6,8,8,8,1,0.9,93,6,2.4,1.7,2,busquedas,6,7.6,6
2508,Michael Wiley,13,Mujer,North Andrewtown,10,7.6,9.7,76,6,0.9,2,6,4,1,0.3,75,5,2.1,0.4,0,Otro,2,6.5,7.8
2509,Jeffrey Brown,16,Mujer,New Laura,12,3.5,6.8,91,4,1.1,5,3,4,0,2.2,107,12,3.7,1.4,0.5,busquedas,1,9.2,9.7
2510,Alisha Howard,14,Otro,South Rachelburgh,10,4.1,6.6,57,0,1.3,4,6,2,1,0.8,95,5,1.5,0,0.6,Redes sociales,2,7.6,5.2
2511,James West,13,Otro,Alvaradoside,11,6.9,6.9,70,3,1.6,2,1,9,0,1.2,69,9,1.9,1.7,0,Redes sociales,1,6.4,10
2512,Austin Dixon,16,Varon,Markbury,11,4.7,5.1,91,3,0.7,4,6,7,0,1.6,23,16,3.9,3.3,0.8,busquedas,10,9.8,10
2513,Jessica Mcmillan,15,Otro,Emilyfort,10,6.2,5.1,87,3,1.7,6,2,1,1,0.6,101,16,2.8,3.1,0.5,Otro,9,7.2,10
2514,Jermaine Wu,19,Varon,Port Paula,10,3.6,7,82,10,2,9,9,10,0,0.8,137,7,3.6,0.1,1.8,busquedas,10,5.7,7.9
2515,William Cordova,16,Mujer,West Annehaven,10,6.6,5.6,96,8,1,2,6,4,0,1.1,55,18,2.7,0.9,1.9,Juego,10,1.8,10
2516,Jose Avila,16,Varon,Robertside,7,3.2,4.1,97,4,0.8,8,1,5,0,1.2,146,13,2.7,1.7,1.6,Juego,2,10.7,10
2517,Christopher Wright,18,Otro,North Johnnystad,8,9.4,7.3,50,7,0.9,10,7,1,0,1.4,119,16,0.4,1.7,0.6,Otro,1,3.5,10
2518,Jessica Stevens,13,Varon,East Michaelberg,12,1.7,4.3,81,8,0.9,3,6,2,1,0.7,126,13,2.4,0.3,0,Redes sociales,6,3.6,7.4
2519,Joseph Powers,19,Otro,South Jennifer,12,7,6.5,57,5,1.4,3,7,3,0,0.9,47,15,2.8,0.8,0.6,Redes sociales,6,3.8,10
2520,Jacqueline Evans,18,Mujer,Jesseburgh,8,5.2,10,76,3,1.7,5,3,2,1,0.8,96,9,2.3,2,1.2,Educación,4,3,8.2
2521,Richard Lee,18,Varon,Andrewville,9,4.9,7.2,60,8,0.8,6,7,3,1,0.9,35,18,3.2,2.2,1.7,Otro,7,9.2,10
2522,Heather Dickerson,14,Otro,Hughesside,12,9.1,7.4,75,1,0.4,8,8,3,1,0.8,76,8,2.2,2.4,0.7,Educación,1,9.9,10
2523,Christopher Hamilton,14,Varon,Petersenberg,8,5.4,9,66,1,0.7,3,9,4,0,0.6,95,6,3.4,0.2,1.4,Redes sociales,10,6.1,7.6
2524,Christine Duncan,19,Mujer,New Alison,8,5.8,6.1,65,1,1.9,6,6,4,0,1.6,57,19,2.7,2.6,0.6,Juego,10,4.9,10
2525,Denise Cummings,19,Varon,Pattonbury,8,7,9.1,53,1,1.5,3,3,3,0,2.4,120,17,2.3,3,0.8,Juego,1,5.2,10
2526,Tanya Smith,19,Otro,South Rachel,8,3.3,9,57,9,2.5,8,8,3,0,1.2,36,19,2.3,1.1,0.3,Educación,5,7.2,6.7
2527,Jackie Rowe,18,Varon,Walkerchester,7,4.6,5.3,51,10,0.5,9,8,7,0,0.8,124,17,2,2,0,busquedas,1,6.9,10
2528,Brian Blackburn,17,Varon,West Angela,8,5.9,9.2,100,6,0,4,5,8,0,0.6,44,14,2.8,0.4,0.9,Redes sociales,1,4,8.2
2529,Robert Li,17,Mujer,Carrieshire,8,4.5,6.6,53,3,0,4,7,4,1,1.6,149,7,3.2,2,0.2,Otro,9,5.2,10
2530,Maria Anderson,19,Otro,Hernandezside,7,6.2,6.3,97,3,0.9,1,2,7,0,1.4,63,6,3.5,0.7,0.6,Educación,1,6.2,9.7
2531,Russell Hernandez,14,Mujer,New Katherine,10,6,5.6,67,7,0.8,8,4,3,0,0.8,150,16,2,1.4,0.5,Educación,9,3.7,10
2532,Danny Terry,14,Mujer,Smithhaven,8,2.4,8.2,99,10,0,7,5,10,0,1.5,68,14,2.5,2.2,1.4,Educación,4,5.9,7.2
2533,Matthew Ayala,18,Mujer,Robertsonstad,11,4.1,5.7,53,1,0.6,4,1,1,1,1.5,135,14,2.2,0.7,0.8,Otro,8,4.4,9.6
2534,Donna Adams,14,Otro,Tiffanyville,8,2.5,7.2,82,8,0,5,8,6,1,0.8,105,6,0.9,1.6,1.1,busquedas,7,9.9,4.7
2535,Madison Costa,17,Varon,Allenville,12,4.3,5.9,90,5,0.9,7,7,1,0,1.3,129,14,2.6,1.9,1.9,Juego,3,7.7,10
2536,Billy Crawford,13,Mujer,Mayland,8,2.7,7.6,98,7,1.1,4,8,9,1,0.7,100,12,2.2,1.3,0,Juego,6,4.1,6.8
2537,Tyler Mills,19,Mujer,Wangton,9,4.2,6.3,78,9,1.1,9,2,10,1,1.3,69,13,1.2,1.8,1.2,Otro,3,5.5,8
2538,Ian Anderson,13,Mujer,South Kevinside,12,6.2,5.8,76,1,1.3,9,2,3,0,0.6,72,11,1.9,3.2,0.8,busquedas,2,4.6,10
2539,Erik Weaver,18,Mujer,Carlfort,12,5.4,5.3,59,4,0,7,5,3,0,1.1,24,18,2.6,2.4,1.6,busquedas,4,4.5,10
2540,William Pacheco,16,Otro,Alexandrafurt,12,5.8,7.8,87,2,0.6,7,10,6,0,1,110,13,3.1,2.5,0.8,busquedas,3,5.2,10
2541,Mrs. Gina Thomas,14,Varon,Johnshire,7,2.4,5.3,70,3,1.8,10,7,3,0,1.4,110,5,3.3,1.4,1.8,Educación,6,2.9,7.6
2542,Heather Hooper,13,Varon,Richardmouth,7,6.1,7,79,3,0,5,6,1,1,1.4,150,9,4.1,0.8,1.6,Redes sociales,9,10.2,10
2543,Jessica Hall,16,Otro,Greenshire,8,4.9,4.5,95,2,1.4,8,9,2,1,0.7,21,17,3,1.2,0,Juego,8,3.5,10
2544,Marc Mills,19,Mujer,New Denisechester,11,8.8,7.1,90,1,0.7,1,4,7,1,1.3,95,18,1.7,1.7,1,busquedas,8,5.9,10
2545,James Jones,15,Varon,Sharpbury,8,6.2,4.9,78,8,1.9,4,3,5,1,0.9,63,8,1.9,1.9,0.1,Educación,9,4.4,10
2546,Dean Ellis DVM,19,Varon,Smithmouth,7,2.2,7.4,57,8,2.1,10,7,6,0,0.9,20,7,3,1.2,2.1,Otro,5,5.2,4.5
2547,Eric Logan,17,Mujer,Marthafurt,10,3.8,4.9,92,8,0,5,5,3,0,2.2,43,7,1.9,3.3,1.6,Juego,9,8.3,8.8
2548,Dawn Hood,14,Otro,Salazarmouth,10,6.9,5.7,61,10,0.7,3,9,2,0,1.4,111,14,2.9,1.5,1.6,busquedas,2,8.6,10
2549,Mrs. Megan Johnson,18,Otro,West Tinafurt,11,5,3.5,62,7,0.6,5,6,2,1,0.3,71,9,3.3,2.7,1.4,Redes sociales,10,7.8,10
2550,Lauren Beck,17,Varon,Sharpland,8,7.4,6.3,75,0,0.8,2,10,1,0,1.6,98,12,1.2,0.3,0.4,Juego,5,8.2,10
2551,Jason Dillon,19,Mujer,Kimberlyland,12,5.1,6.9,59,8,0,6,7,8,1,1.6,51,19,2,1.7,1.2,busquedas,10,4.6,10
2552,Jeanne Gordon,15,Otro,East Joseph,12,0.2,5.7,97,6,1.2,8,6,2,1,0.6,81,10,1.3,2,1.2,Educación,9,7.4,4.3
2553,Sheri Hudson,14,Otro,Vanessaborough,7,2.6,6.3,73,7,2.3,2,6,5,0,0.4,120,7,3.3,2.9,0.9,Redes sociales,9,3.6,9.4
2554,Sherry Gregory,18,Varon,Abigailview,9,6.2,6,93,3,1.5,4,5,1,0,0.5,56,13,1.6,1,1.9,Redes sociales,6,3.7,9.5
2555,Julie Conrad,19,Mujer,Lake Tyrone,8,4.5,9,81,5,1.8,5,7,8,0,0.8,83,5,2.8,1.6,1,busquedas,6,7,7.1
2556,Bobby Silva,16,Varon,New Susanburgh,9,6,8.9,80,10,1.8,8,5,3,1,1.2,49,14,3.2,1.5,0.4,Juego,10,6.2,10
2557,Patrick Gray,13,Varon,West Jason,9,4.1,8.1,71,3,0.5,2,3,2,0,1.4,52,14,1.6,1.5,1.2,Otro,10,3.1,7
2558,Alexander Crane,15,Mujer,Michaelland,12,1.1,6.5,83,3,1.7,2,8,6,1,1,47,12,1.2,0.6,0.8,Educación,9,6,3
2559,James Smith,19,Mujer,East Meganburgh,11,7.1,4,97,10,1.8,10,9,2,1,1.1,116,7,2.9,2,1.5,Educación,2,6.8,10
2560,Samantha Robinson,17,Otro,South Robertland,9,4.9,6.5,89,1,0.8,7,1,5,0,1.2,37,12,1.8,2,1.2,Redes sociales,3,7.8,8.6
2561,Glenn Jones,13,Otro,Lake Travis,9,1.5,7.8,70,5,0.7,1,4,7,1,0.3,45,7,3.2,1.2,0,Otro,2,5.7,4.3
2562,Stephen Carter,16,Mujer,Mariaburgh,12,5.5,6.9,57,10,1.6,3,1,9,0,1.4,67,20,1,0.8,0.3,busquedas,2,6.2,9.2
2563,Ian Orozco,18,Otro,Boothhaven,12,0.9,5.9,62,6,1,10,4,1,1,1.3,55,17,3.3,2.3,1.1,Redes sociales,7,6.2,8
2564,Michael Massey,14,Mujer,Kevinport,12,4.4,8.6,94,0,0,3,4,1,0,1.8,38,8,2.7,1.1,0.8,Educación,6,3.7,6.3
2565,Joanna Taylor,19,Mujer,North Paulview,11,4.7,9.9,93,0,0,6,4,10,1,1.3,99,16,2,1.3,0.6,busquedas,8,4.3,8.2
2566,Kristina Stevenson,18,Varon,Warrenmouth,9,6.2,6.9,81,3,1.1,2,6,4,1,0.7,67,14,3.8,0.4,0.2,Educación,3,5.3,10
2567,Bradley Fuller,17,Varon,New Brandychester,10,5.8,9.1,98,6,1,7,8,4,1,1.5,92,15,2,1.6,1.5,Redes sociales,4,8.9,9.7
2568,Alexis Smith,16,Otro,Patrickton,12,6.6,3,85,3,0,9,7,9,0,1.1,95,19,2.5,1.2,1.1,Juego,4,6.9,10
2569,Amber Mitchell,13,Mujer,Danielburgh,10,9.2,7.6,93,6,2.1,6,6,10,0,1,147,8,3.9,4,0.6,Otro,4,5,10
2570,Sara Johnson,17,Otro,Tarafurt,8,5.8,7.8,67,9,0.1,6,9,5,0,1.3,117,13,1.7,0.1,0.8,Redes sociales,3,8.3,8.6
2571,Michael Bell,15,Mujer,Travischester,10,4.4,4.3,93,0,1.9,1,4,9,0,1.1,28,18,3,1.3,0.8,Juego,8,7.6,10
2572,Sara May,15,Otro,North Katiestad,9,8.1,7.4,88,4,1.2,7,5,6,0,1.5,128,19,1.7,1,0.5,Juego,2,3.6,10
2573,Deanna Ferguson,16,Mujer,Lake Vernon,9,5.1,5.1,97,2,1.2,1,6,5,1,1.3,23,13,2.8,1.5,2.2,Redes sociales,5,8.4,9.9
2574,Deborah Patterson,13,Otro,Huntmouth,9,5.2,8.2,61,8,1.7,8,10,5,0,2.1,51,13,0.7,0,1,Otro,9,3.9,5.4
2575,Tasha Eaton,16,Varon,Levyside,7,2.6,5.6,72,6,0.4,9,4,8,0,1.1,132,15,3.3,1.4,2.2,busquedas,7,3.7,10
2576,Sarah Morris,14,Varon,Port Leslieborough,11,7.4,7.7,94,6,0.7,9,2,10,0,0.2,40,15,1.5,0.5,0.7,Juego,6,2.6,9.4
2577,Victoria Long,14,Otro,Port Danielfurt,12,7.7,5.4,89,4,0.8,7,1,6,0,1.4,147,10,0.5,0.7,1.8,Educación,6,6.4,10
2578,Scott Gutierrez,19,Mujer,North Christinamouth,12,3.9,8.4,63,9,0.2,8,5,7,0,0.5,113,17,3.6,2.3,0.8,busquedas,1,2.3,10
2579,Teresa Baldwin,13,Mujer,New George,7,6.7,8.9,52,0,1.3,2,2,10,0,0,105,17,1.6,0.7,2.2,Otro,8,3.4,10
2580,Jacqueline Reyes,15,Otro,Paigeburgh,9,6.9,6.8,92,5,1.6,1,8,2,0,0.4,68,10,2.6,1.4,0.8,busquedas,4,8.9,10
2581,Gloria Miller,19,Varon,Ericashire,8,6.7,10,57,3,0.7,6,6,7,0,0.5,111,11,0.5,2.1,0.8,Educación,5,7.7,8.7
2582,Caleb Carter,14,Otro,Morrowberg,10,4.6,6,76,0,0.5,3,8,2,0,0.9,24,5,2.2,2.2,1.8,Redes sociales,8,1,7.5
2583,Kelly Garza,16,Otro,West Mikebury,7,3.7,8.2,60,4,0.3,9,1,7,0,0.7,139,14,4.6,2.2,0,busquedas,8,6.3,10
2584,Antonio Brown,15,Mujer,West Susan,10,4.5,5.9,62,1,1.5,9,9,3,0,0.9,79,17,3.2,1.2,0.1,Juego,6,5.9,10
2585,Thomas Horton,15,Mujer,East Heathershire,12,1.7,7.5,69,6,0,2,8,7,1,1.2,79,19,2.3,0.9,0.6,Redes sociales,1,3.7,6.5
2586,Benjamin Cruz,18,Varon,New Christophermouth,9,3.2,6.8,60,2,1.6,3,5,10,1,0.8,109,20,2.2,1.9,1.5,Redes sociales,8,0.4,10
2587,Tara Rice,19,Mujer,South Michelle,12,2,7.1,51,3,0.6,4,5,6,1,0,65,18,3.6,1.5,2.4,Otro,1,7.5,8.4
2588,Donna Hampton,16,Otro,Lake Jesseshire,10,2.7,3.6,80,1,2,5,2,4,0,2.1,109,19,3.5,1.3,1.8,Educación,6,9.6,10
2589,Jessica Riddle,14,Varon,Ashleemouth,12,2.1,6.7,59,6,0.7,7,1,6,0,1.3,70,18,3.1,3.4,0.2,Redes sociales,6,4.2,10
2590,Douglas Armstrong,16,Mujer,North Christopherburgh,12,6.5,8.1,81,4,1.6,7,5,1,1,1.7,150,14,2.8,1,0.7,Educación,8,5.2,10
2591,Jonathon Carter,13,Otro,South Jamesstad,10,4.7,7.3,64,10,0.7,1,1,2,0,1.2,29,6,3.3,0.7,1.1,Redes sociales,5,3.6,6.8
2592,Stephen Cohen,14,Mujer,Burgessfort,7,5.5,6.6,90,4,1.1,7,5,10,1,1.3,106,17,4,0.7,1.4,Redes sociales,7,7.1,10
2593,Amber Murphy,14,Otro,South Alexisberg,7,4.1,3.6,100,8,0.8,10,4,4,1,0.6,31,17,1.5,1.7,0.9,Redes sociales,3,4.1,9.5
2594,Logan Hill,18,Otro,New Stacy,9,8.2,7.3,62,6,2.5,1,4,10,0,1.4,84,13,0.6,0.2,1.4,Juego,6,7.5,9.6
2595,Michael Brown,14,Mujer,New Donald,8,2.2,8.4,77,2,0.1,7,6,5,1,0,81,13,1.2,0.4,0.7,busquedas,4,6.8,3.8
2596,Michelle Thompson,13,Otro,Johnview,10,2.5,6.1,80,8,0.2,7,5,10,0,1,50,7,2.2,0.4,0.7,Redes sociales,8,3.5,4.5
2597,Maria Maddox,18,Varon,North Terri,9,4.4,6.6,63,7,0,10,10,5,1,0.3,136,6,3.1,3.5,0,busquedas,4,5.4,10
2598,Joshua Alvarez,16,Otro,West Adammouth,12,6.8,10,79,3,0.9,7,2,9,0,0.3,117,18,1.4,0.7,0.9,Redes sociales,8,3.7,9.8
2599,Caitlin Stanley,15,Mujer,East Adrian,12,6.2,4.6,72,5,1.7,6,9,4,0,1.4,32,7,1.5,1,0,Otro,6,6.8,8.4
2600,Jonathan Olson,14,Otro,Port Elizabethmouth,10,3.9,6.6,50,6,0,6,8,2,0,0.6,34,18,1.9,1.3,0.5,Educación,3,6.4,8.1
2601,Lee Gaines,19,Otro,North Michaelhaven,7,9.5,6.7,59,2,0.6,8,8,7,0,1,79,17,2.6,0,2.1,Juego,1,8.7,10
2602,Johnny Peterson,14,Mujer,North Melissaborough,7,3.6,7.2,85,5,0,1,5,6,1,1,109,15,2.9,1.2,2.3,Juego,3,7.5,9.3
2603,Albert Williams,16,Varon,West Loristad,9,4.4,4.7,69,4,0.4,3,4,3,1,0.2,119,8,2.6,2,2.6,Otro,2,9.4,10
2604,Christine Wallace,13,Mujer,Kylestad,9,7.1,4.9,61,1,1.5,9,7,2,0,0.4,86,14,2.2,1.5,1.9,busquedas,10,4.6,10
2605,Nicholas Turner,15,Varon,South Rebeccaburgh,7,5.9,8.3,73,0,1.2,5,6,8,1,0.8,93,12,1.8,1.1,0.4,Juego,3,7.5,8.9
2606,Terrence Newman,18,Mujer,Sanchezfurt,12,5,7.6,100,8,1.1,4,3,8,0,0,100,12,2.5,1.8,1.1,Otro,4,5.6,9.9
2607,Alexandra Alvarez,14,Varon,New Bonnie,9,4,5.1,87,10,2.1,5,4,6,0,0.8,45,14,1.5,1.8,0.3,Redes sociales,4,7,8.4
2608,Gregory Williams,19,Varon,Stevenborough,12,4.2,6,58,6,1.1,3,10,8,1,0.6,47,8,2.2,3.4,0.3,Juego,4,7.7,9.3
2609,Kenneth Cisneros,18,Otro,East Michael,11,4.7,6.4,97,6,0.6,7,5,1,1,1,36,18,2.2,2.5,0,Redes sociales,5,2.9,10
2610,Danielle Moore,14,Mujer,Jenniferland,8,2.2,5.5,56,6,1.1,2,7,8,0,0.1,42,19,1.1,2.9,2.2,Otro,9,6.7,8.1
2611,Amber Brown,13,Mujer,South Michaelview,12,4.7,5.6,90,6,1.5,10,10,7,1,0.6,127,9,2.3,1.9,0.9,Juego,5,1,10
2612,Rebecca Fisher,15,Mujer,Avilafurt,12,7.1,4.7,80,5,1.2,1,8,7,1,1,148,17,2.7,0.3,1.5,Redes sociales,7,6.7,10
2613,Jamie Henderson,19,Varon,Coleport,12,1.1,3.8,88,7,0.4,1,10,5,0,0,144,15,2.6,1,1.4,Juego,5,8.2,8.7
2614,Aaron Campbell,15,Mujer,Port Sandra,12,4.9,6.7,61,10,2.3,8,6,10,1,1.1,73,9,2,2.9,1.1,Otro,9,2.6,9.7
2615,Amy Marshall,19,Mujer,Port Justinmouth,11,4.9,7.2,54,8,1.6,3,2,1,1,0.2,115,6,2,2.8,1.8,Otro,1,5.5,9.6
2616,Kristopher Stewart,18,Varon,Jordanbury,7,6.2,6.9,54,2,0,1,10,1,1,1.1,132,13,2.5,1.2,0.8,Educación,1,5.4,10
2617,Susan Phelps,14,Mujer,Michaelberg,9,3.2,8.4,52,5,1.2,8,2,9,1,0.3,116,15,3.1,0.6,1.5,Redes sociales,6,6.1,8
2618,Nicole Jones,16,Varon,Rebeccaport,11,7.7,7.4,50,10,1.8,8,2,10,0,0.8,26,10,2.7,2.3,0.9,Educación,10,3.8,10
2619,William Day,18,Varon,Noahhaven,12,3.9,5.5,94,3,0.6,9,9,3,0,1.3,79,9,2.6,1.3,1.3,Educación,9,4.9,8.4
2620,Michael Lowe,18,Otro,South James,8,5.7,7.5,67,8,1,1,10,10,0,0.8,103,10,0.7,2.2,0.6,Otro,2,6.4,8.9
2621,Carol Thomas,15,Mujer,South Tammyborough,9,0,7.8,61,7,0.8,7,2,3,1,1.1,76,14,3.6,0.7,1,Educación,7,8.9,4.7
2622,Samantha Martin,13,Mujer,South Jamiehaven,11,3.2,4.4,81,10,3,5,9,9,1,1.1,20,6,2.3,3.6,1.1,Otro,5,5.5,8.5
2623,Deanna Heath,17,Mujer,West Johntown,10,10.3,7,57,2,0.4,6,9,4,0,1,136,20,3.9,1.7,0.2,busquedas,10,8.7,10
2624,Catherine Shaw,17,Varon,Lake Davidmouth,8,3.3,5.3,97,0,0,6,5,5,0,1,114,20,2.2,1.4,0.4,Educación,2,5.1,10
